location_sk,id_location,address_line1,city,id_province,postal_code
1764,2760,Calle 4559,Mar del Plata,1,5417
1765,2761,Calle 1834,Santa Fe,3,9808
1766,2762,Calle 2020,La Plata,1,1348
1767,2763,Calle 1964,Rafaela,3,1575
1768,2764,Calle 9678,CABA,1,9310
1769,2765,Calle 7262,La Plata,1,9388
1770,2766,Calle 6631,Córdoba,2,1228
1771,2767,Calle 139,Mar del Plata,1,6719
1772,2768,Calle 6868,Mar del Plata,1,7486
1773,2769,Calle 648,CABA,1,4811
1774,2770,Calle 5835,Río Cuarto,2,1119
1775,2771,Calle 323,Rosario,3,5458
1776,2772,Calle 4436,Córdoba,2,1974
1777,2773,Calle 1619,Villa Carlos Paz,2,5539
1778,2774,Calle 9624,Mendoza,4,3474
1779,2775,Calle 6667,San Rafael,4,7114
1780,2776,Calle 2362,Godoy Cruz,4,5342
1781,2777,Calle 1768,CABA,1,1580
1782,2778,Calle 7072,Mar del Plata,1,4524
1783,2779,Calle 8949,CABA,1,1918
1784,2780,Calle 9742,Rosario,3,7784
1785,2781,Calle 3221,La Plata,1,1163
1786,2782,Calle 5129,Mar del Plata,1,9108
1787,2783,Calle 202,Mar del Plata,1,8560
1788,2784,Calle 7397,CABA,1,2788
1789,2785,Calle 9280,La Plata,1,2238
1790,2786,Calle 1966,CABA,1,5576
1791,2787,Calle 1818,Santa Fe,3,8765
1792,2788,Calle 4013,La Plata,1,4695
1793,2789,Calle 3010,CABA,1,7509
1794,2790,Calle 3518,CABA,1,3325
1795,2791,Calle 7309,Villa Carlos Paz,2,1370
1796,2792,Calle 5786,Villa Carlos Paz,2,3138
1797,2793,Calle 7629,Mar del Plata,1,3194
1798,2794,Calle 5884,San Rafael,4,2834
1799,2795,Calle 1742,CABA,1,6237
1800,2796,Calle 2798,Córdoba,2,5678
1801,2797,Calle 7848,Santa Fe,3,3079
1802,2798,Calle 159,CABA,1,6111
1803,2799,Calle 3781,Mar del Plata,1,2794
1804,2800,Calle 9294,Mar del Plata,1,5927
1805,2801,Calle 8669,Mar del Plata,1,4233
1806,2802,Calle 8853,Godoy Cruz,4,5430
1807,2803,Calle 8261,Mendoza,4,9647
1808,2804,Calle 3072,La Plata,1,3755
1809,2805,Calle 8056,Mendoza,4,1238
1810,2806,Calle 3411,Mendoza,4,1337
1811,2807,Calle 4075,La Plata,1,8429
1812,2808,Calle 80,Río Cuarto,2,2987
1813,2809,Calle 380,CABA,1,3494
1814,2810,Calle 3303,La Plata,1,1732
1815,2811,Calle 5519,Mar del Plata,1,9972
1816,2812,Calle 6366,La Plata,1,1377
1817,2813,Calle 4081,CABA,1,5002
1818,2814,Calle 8576,CABA,1,7051
1819,2815,Calle 9394,CABA,1,4098
1820,2816,Calle 198,Rafaela,3,6307
1821,2817,Calle 492,La Plata,1,5102
1822,2818,Calle 4479,Río Cuarto,2,3429
1823,2819,Calle 2261,Mar del Plata,1,3281
1824,2820,Calle 8307,San Rafael,4,9410
1825,2821,Calle 19,Villa Carlos Paz,2,1551
1826,2822,Calle 8141,CABA,1,3227
1827,2823,Calle 3157,La Plata,1,4641
1828,2824,Calle 138,Mendoza,4,2551
1829,2825,Calle 5440,San Rafael,4,7859
1830,2826,Calle 5364,Río Cuarto,2,5699
1831,2827,Calle 997,CABA,1,4589
1832,2828,Calle 386,La Plata,1,4969
1833,2829,Calle 486,CABA,1,4285
1834,2830,Calle 7000,Río Cuarto,2,3049
1835,2831,Calle 8723,Villa Carlos Paz,2,9155
1836,2832,Calle 3677,La Plata,1,7255
1837,2833,Calle 2912,Godoy Cruz,4,4584
1838,2834,Calle 1755,CABA,1,4876
1839,2835,Calle 3359,Mar del Plata,1,3439
1840,2836,Calle 6912,Mar del Plata,1,9761
1841,2837,Calle 1664,La Plata,1,8517
1842,2838,Calle 8346,CABA,1,6752
1843,2839,Calle 4523,Mendoza,4,7697
1844,2840,Calle 4808,La Plata,1,3615
1845,2841,Calle 247,Villa Carlos Paz,2,9360
1846,2842,Calle 4938,La Plata,1,6131
1847,2843,Calle 879,Santa Fe,3,7199
1848,2844,Calle 2471,CABA,1,5141
1849,2845,Calle 9419,La Plata,1,5528
1850,2846,Calle 2028,Córdoba,2,4204
1851,2847,Calle 2405,Río Cuarto,2,8029
1852,2848,Calle 9614,La Plata,1,2061
1853,2849,Calle 6878,Mar del Plata,1,7638
1854,2850,Calle 5691,Rosario,3,3977
1855,2851,Calle 5096,La Plata,1,2347
1856,2852,Calle 1941,CABA,1,6094
1857,2853,Calle 8138,CABA,1,1866
1858,2854,Calle 3304,CABA,1,1810
1859,2855,Calle 532,La Plata,1,8779
1860,2856,Calle 8133,Mar del Plata,1,7798
1861,2857,Calle 6357,Rosario,3,9312
1862,2858,Calle 4668,Mar del Plata,1,6974
1863,2859,Calle 3376,Córdoba,2,6532
1864,2860,Calle 371,CABA,1,9562
1865,2861,Calle 9810,La Plata,1,8666
1866,2862,Calle 6992,Mendoza,4,8700
1867,2863,Calle 9761,CABA,1,5117
1868,2864,Calle 8774,CABA,1,4714
1869,2865,Calle 9170,La Plata,1,5698
1870,2866,Calle 8996,Mar del Plata,1,9200
1871,2867,Calle 4209,Mar del Plata,1,3211
1872,2868,Calle 2659,Rosario,3,7298
1873,2869,Calle 4253,Villa Carlos Paz,2,1326
1874,2870,Calle 5842,Rafaela,3,5028
1875,2871,Calle 1466,Córdoba,2,7661
1876,2872,Calle 1192,Santa Fe,3,4564
1877,2873,Calle 8564,Mar del Plata,1,4471
1878,2874,Calle 9469,Córdoba,2,9247
1879,2875,Calle 4939,CABA,1,2222
1880,2876,Calle 768,CABA,1,2167
1881,2877,Calle 9013,La Plata,1,7623
1882,2878,Calle 5407,Mar del Plata,1,2531
1883,2879,Calle 4525,CABA,1,3547
1884,2880,Calle 6955,Mar del Plata,1,5043
1885,2881,Calle 1822,Mar del Plata,1,8357
1886,2882,Calle 2196,CABA,1,9155
1887,2883,Calle 4254,La Plata,1,8567
1888,2884,Calle 310,La Plata,1,8129
1889,2885,Calle 7579,Santa Fe,3,6867
1890,2886,Calle 7548,CABA,1,3007
1891,2887,Calle 7876,La Plata,1,8883
1892,2888,Calle 5211,La Plata,1,4042
1893,2889,Calle 4944,CABA,1,3966
1894,2890,Calle 2831,Mar del Plata,1,9652
1895,2891,Calle 3047,Godoy Cruz,4,1748
1896,2892,Calle 2230,La Plata,1,4389
1897,2893,Calle 3384,CABA,1,8796
1898,2894,Calle 9892,Villa Carlos Paz,2,9256
1899,2895,Calle 495,Villa Carlos Paz,2,4829
1900,2896,Calle 6071,La Plata,1,6682
1901,2897,Calle 2373,Río Cuarto,2,2373
1902,2898,Calle 7030,Villa Carlos Paz,2,4143
1903,2899,Calle 7761,CABA,1,9188
1904,2900,Calle 7149,CABA,1,4952
1905,2901,Calle 7813,CABA,1,8461
1906,2902,Calle 2885,Mar del Plata,1,8899
1907,2903,Calle 7616,CABA,1,7978
1908,2904,Calle 6930,Mendoza,4,3582
1909,2905,Calle 4395,La Plata,1,1530
1910,2906,Calle 6961,CABA,1,3935
1911,2907,Calle 6771,CABA,1,2567
1912,2908,Calle 4402,La Plata,1,7919
1913,2909,Calle 7383,CABA,1,2317
1914,2910,Calle 645,Godoy Cruz,4,1539
1915,2911,Calle 3027,Córdoba,2,5158
1916,2912,Calle 1854,CABA,1,8267
1917,2913,Calle 88,San Rafael,4,7515
1918,2914,Calle 5732,CABA,1,2781
1919,2915,Calle 2085,Córdoba,2,9081
1920,2916,Calle 2623,CABA,1,4640
1921,2917,Calle 9228,Villa Carlos Paz,2,8052
1922,2918,Calle 5426,Mar del Plata,1,5976
1923,2919,Calle 8016,San Rafael,4,1383
1924,2920,Calle 8948,Río Cuarto,2,7859
1925,2921,Calle 356,Godoy Cruz,4,2692
1926,2922,Calle 9749,Mendoza,4,2273
1927,2923,Calle 3903,Santa Fe,3,5244
1928,2924,Calle 9582,Córdoba,2,6709
1929,2925,Calle 108,CABA,1,2101
1930,2926,Calle 5430,La Plata,1,4706
1931,2927,Calle 548,Mar del Plata,1,4410
1932,2928,Calle 3158,Rosario,3,7457
1933,2929,Calle 119,Córdoba,2,9820
1934,2930,Calle 4428,La Plata,1,8279
1935,2931,Calle 5130,Santa Fe,3,1924
1936,2932,Calle 6578,La Plata,1,8533
1937,2933,Calle 2623,Villa Carlos Paz,2,3986
1938,2934,Calle 3329,Río Cuarto,2,3169
1939,2935,Calle 3754,CABA,1,4803
1940,2936,Calle 4491,La Plata,1,9334
1941,2937,Calle 2325,CABA,1,2973
1942,2938,Calle 434,Rosario,3,9733
1943,2939,Calle 4432,CABA,1,2734
1944,2940,Calle 5438,CABA,1,2541
1945,2941,Calle 1645,CABA,1,5907
1946,2942,Calle 8478,Córdoba,2,3288
1947,2943,Calle 6134,CABA,1,3151
1948,2944,Calle 8934,San Rafael,4,6264
1949,2945,Calle 2955,Rafaela,3,9892
1950,2946,Calle 8073,La Plata,1,4423
1951,2947,Calle 9660,Rafaela,3,2560
1952,2948,Calle 2719,Rosario,3,8099
1953,2949,Calle 5465,Mar del Plata,1,9639
1954,2950,Calle 8872,Mar del Plata,1,8828
1955,2951,Calle 295,CABA,1,7519
1956,2952,Calle 2758,Mar del Plata,1,6224
1957,2953,Calle 6420,Mar del Plata,1,3828
1958,2954,Calle 1742,Rosario,3,7647
1959,2955,Calle 7328,Santa Fe,3,4091
1960,2956,Calle 209,Rafaela,3,5025
1961,2957,Calle 9395,Mar del Plata,1,1220
1962,2958,Calle 7265,Mar del Plata,1,7529
1963,2959,Calle 863,La Plata,1,4181
1964,2960,Calle 645,La Plata,1,2226
1965,2961,Calle 9420,Córdoba,2,4289
1966,2962,Calle 2627,Córdoba,2,2422
1967,2963,Calle 767,CABA,1,8559
1968,2964,Calle 6554,Villa Carlos Paz,2,7848
1969,2965,Calle 2127,La Plata,1,9613
1970,2966,Calle 5335,Mar del Plata,1,4274
1971,2967,Calle 6974,La Plata,1,2823
1972,2968,Calle 6724,Mendoza,4,5638
1973,2969,Calle 2249,Godoy Cruz,4,7374
1974,2970,Calle 1906,La Plata,1,3927
1975,2971,Calle 8575,La Plata,1,1518
1976,2972,Calle 4113,Rosario,3,1737
1977,2973,Calle 7756,Rosario,3,9382
1978,2974,Calle 8101,CABA,1,3825
1979,2975,Calle 2764,Córdoba,2,8295
1980,2976,Calle 1275,La Plata,1,5401
1981,2977,Calle 3218,La Plata,1,8350
1982,2978,Calle 8783,La Plata,1,7201
1983,2979,Calle 680,Mar del Plata,1,3833
1984,2980,Calle 4362,Mar del Plata,1,1052
1985,2981,Calle 5128,La Plata,1,3857
1986,2982,Calle 3842,La Plata,1,1532
1987,2983,Calle 4291,CABA,1,5992
1988,2984,Calle 6727,Rafaela,3,4639
1989,2985,Calle 4292,Mar del Plata,1,1839
1990,2986,Calle 8884,Córdoba,2,7809
1991,2987,Calle 2153,Santa Fe,3,7621
1992,2988,Calle 6026,Mendoza,4,9510
1993,2989,Calle 9977,Rafaela,3,3443
1994,2990,Calle 2736,Mar del Plata,1,9470
1995,2991,Calle 7446,Mar del Plata,1,1334
1996,2992,Calle 6749,Godoy Cruz,4,1598
1997,2993,Calle 4375,Villa Carlos Paz,2,4461
1998,2994,Calle 7210,Mar del Plata,1,7628
1999,2995,Calle 8979,Córdoba,2,7891
2000,2996,Calle 9415,Santa Fe,3,1264
2001,2997,Calle 8308,Mar del Plata,1,9231
2002,2998,Calle 6345,Córdoba,2,4348
2003,2999,Calle 8439,Córdoba,2,7550
2004,3000,Calle 5287,Villa Carlos Paz,2,3261
2005,3001,Calle 7462,Rafaela,3,2273
2006,3002,Calle 7255,Rafaela,3,4374
2007,3003,Calle 6590,Rosario,3,8775
2008,3004,Calle 9525,San Rafael,4,9790
2009,3005,Calle 2522,Mar del Plata,1,4343
2010,3006,Calle 100,La Plata,1,5299
2011,3007,Calle 2585,La Plata,1,2427
2012,3008,Calle 9856,Godoy Cruz,4,5624
2013,3009,Calle 6858,Rafaela,3,3943
2014,3010,Calle 7196,Río Cuarto,2,5234
2015,3011,Calle 3802,La Plata,1,5019
2016,3012,Calle 1235,Río Cuarto,2,7787
2017,3013,Calle 6331,CABA,1,4633
2018,3014,Calle 8646,Mar del Plata,1,7219
2019,3015,Calle 2326,Rafaela,3,6383
2020,3016,Calle 760,La Plata,1,3557
2021,3017,Calle 7312,Córdoba,2,9407
2022,3018,Calle 1075,Mar del Plata,1,3461
2023,3019,Calle 9016,La Plata,1,5901
2024,3020,Calle 316,CABA,1,4012
2025,3021,Calle 1234,Córdoba,2,7930
2026,3022,Calle 1806,Villa Carlos Paz,2,7421
2027,3023,Calle 8690,CABA,1,2966
2028,3024,Calle 6903,CABA,1,5597
2029,3025,Calle 6251,Mar del Plata,1,5146
2030,3026,Calle 7939,San Rafael,4,1179
2031,3027,Calle 2337,Rafaela,3,4521
2032,3028,Calle 1475,Río Cuarto,2,6967
2033,3029,Calle 4363,Mar del Plata,1,1963
2034,3030,Calle 7355,Río Cuarto,2,4969
2035,3031,Calle 5052,Mar del Plata,1,4642
2036,3032,Calle 8730,CABA,1,1266
2037,3033,Calle 4457,Rafaela,3,2947
2038,3034,Calle 7402,Rafaela,3,5529
2039,3035,Calle 2084,CABA,1,7244
2040,3036,Calle 8667,Rafaela,3,3119
2041,3037,Calle 7940,Río Cuarto,2,1827
2042,3038,Calle 6340,Mar del Plata,1,3110
2043,3039,Calle 1191,La Plata,1,3898
2044,3040,Calle 9999,Santa Fe,3,9981
2045,3041,Calle 7823,Mar del Plata,1,9117
2046,3042,Calle 7108,Villa Carlos Paz,2,5047
2047,3043,Calle 8574,CABA,1,2567
2048,3044,Calle 3107,Mar del Plata,1,3065
2049,3045,Calle 1090,CABA,1,8641
2050,3046,Calle 1104,Mar del Plata,1,1553
2051,3047,Calle 1159,Río Cuarto,2,1273
2052,3048,Calle 8122,Mar del Plata,1,3169
2053,3049,Calle 7124,Río Cuarto,2,5868
2054,3050,Calle 2219,Río Cuarto,2,3479
2055,3051,Calle 5519,CABA,1,7989
2056,3052,Calle 4277,Córdoba,2,3049
2057,3053,Calle 6063,Mendoza,4,1070
2058,3054,Calle 4031,La Plata,1,7692
2059,3055,Calle 7056,Mar del Plata,1,3505
2060,3056,Calle 5073,Rosario,3,5220
2061,3057,Calle 3696,Villa Carlos Paz,2,8899
2062,3058,Calle 209,Rosario,3,9124
2063,3059,Calle 8132,Córdoba,2,7865
2064,3060,Calle 2939,Rafaela,3,2162
2065,3061,Calle 3441,CABA,1,5886
2066,3062,Calle 4507,Santa Fe,3,5438
2067,3063,Calle 8758,La Plata,1,6164
2068,3064,Calle 7708,Mendoza,4,2168
2069,3065,Calle 9132,Río Cuarto,2,4914
2070,3066,Calle 5688,Rafaela,3,7283
2071,3067,Calle 9913,Mendoza,4,9337
2072,3068,Calle 1296,Mar del Plata,1,6258
2073,3069,Calle 6430,Mar del Plata,1,2916
2074,3070,Calle 7747,La Plata,1,1185
2075,3071,Calle 5104,Rosario,3,9840
2076,3072,Calle 9900,Mendoza,4,3919
2077,3073,Calle 3425,Rosario,3,3626
2078,3074,Calle 8913,La Plata,1,1344
2079,3075,Calle 2484,CABA,1,6536
2080,3076,Calle 4629,Godoy Cruz,4,4337
2081,3077,Calle 2166,La Plata,1,8674
2082,3078,Calle 8244,CABA,1,8985
2083,3079,Calle 9149,Mar del Plata,1,1672
2084,3080,Calle 1519,Río Cuarto,2,4643
2085,3081,Calle 2380,Mar del Plata,1,2576
2086,3082,Calle 5547,Mar del Plata,1,3670
2087,3083,Calle 1955,Mar del Plata,1,1529
2088,3084,Calle 2604,San Rafael,4,4700
2089,3085,Calle 7822,Villa Carlos Paz,2,5854
2090,3086,Calle 8714,Córdoba,2,4222
2091,3087,Calle 4740,CABA,1,6553
2092,3088,Calle 7962,Villa Carlos Paz,2,7675
2093,3089,Calle 9441,Mar del Plata,1,4802
2094,3090,Calle 1208,La Plata,1,1269
2095,3091,Calle 7347,Mar del Plata,1,9469
2096,3092,Calle 6445,CABA,1,7484
2097,3093,Calle 6078,CABA,1,8027
2098,3094,Calle 8930,Rafaela,3,4544
2099,3095,Calle 962,Córdoba,2,3345
2100,3096,Calle 4298,Mar del Plata,1,8537
2101,3097,Calle 9789,Río Cuarto,2,4058
2102,3098,Calle 8740,Mar del Plata,1,8593
2103,3099,Calle 4838,Godoy Cruz,4,5478
2104,3100,Calle 9124,La Plata,1,6396
2105,3101,Calle 9134,CABA,1,9978
2106,3102,Calle 8674,La Plata,1,6409
2107,3103,Calle 2751,Mendoza,4,3447
2108,3104,Calle 858,La Plata,1,7224
2109,3105,Calle 1681,La Plata,1,9876
2110,3106,Calle 4856,CABA,1,7907
2111,3107,Calle 5789,CABA,1,1445
2112,3108,Calle 72,CABA,1,2477
2113,3109,Calle 5178,CABA,1,9627
2114,3110,Calle 2113,Villa Carlos Paz,2,2229
2115,3111,Calle 5040,La Plata,1,1927
2116,3112,Calle 5987,San Rafael,4,8660
2117,3113,Calle 2018,La Plata,1,9596
2118,3114,Calle 4921,Mar del Plata,1,8039
2119,3115,Calle 9073,CABA,1,9108
2120,3116,Calle 7537,Río Cuarto,2,7131
2121,3117,Calle 3980,CABA,1,8766
2122,3118,Calle 98,CABA,1,3686
2123,3119,Calle 8010,Villa Carlos Paz,2,3353
2124,3120,Calle 2184,Mar del Plata,1,5736
2125,3121,Calle 2186,Mar del Plata,1,7468
2126,3122,Calle 3062,Mar del Plata,1,8756
2127,3123,Calle 2613,Río Cuarto,2,3305
2128,3124,Calle 2988,Mar del Plata,1,5118
2129,3125,Calle 3095,Mar del Plata,1,5806
2130,3126,Calle 8105,La Plata,1,1148
2131,3127,Calle 1378,La Plata,1,3078
2132,3128,Calle 5302,La Plata,1,4305
2133,3129,Calle 483,Mendoza,4,5658
2134,3130,Calle 3020,CABA,1,3101
2135,3131,Calle 3578,La Plata,1,9294
2136,3132,Calle 4895,Godoy Cruz,4,8257
2137,3133,Calle 858,La Plata,1,6489
2138,3134,Calle 4985,Mar del Plata,1,2389
2139,3135,Calle 4875,Río Cuarto,2,9127
2140,3136,Calle 7117,Mar del Plata,1,8012
2141,3137,Calle 9326,La Plata,1,1225
2142,3138,Calle 3128,La Plata,1,7611
2143,3139,Calle 1163,San Rafael,4,5378
2144,3140,Calle 9605,Río Cuarto,2,8936
2145,3141,Calle 1268,Río Cuarto,2,1563
2146,3142,Calle 4622,Rosario,3,3341
2147,3143,Calle 4860,Santa Fe,3,4644
2148,3144,Calle 2143,Rosario,3,2709
2149,3145,Calle 5562,Río Cuarto,2,1066
2150,3146,Calle 7159,La Plata,1,3252
2151,3147,Calle 4984,Rafaela,3,3647
2152,3148,Calle 8258,La Plata,1,9411
2153,3149,Calle 3360,CABA,1,1947
2154,3150,Calle 1105,Villa Carlos Paz,2,7298
2155,3151,Calle 4185,Mendoza,4,7566
2156,3152,Calle 9822,Mar del Plata,1,1401
2157,3153,Calle 7272,Mar del Plata,1,4158
2158,3154,Calle 7288,CABA,1,2955
2159,3155,Calle 9404,Rosario,3,7294
2160,3156,Calle 6860,CABA,1,8366
2161,3157,Calle 5416,La Plata,1,6283
2162,3158,Calle 8087,Santa Fe,3,5174
2163,3159,Calle 113,CABA,1,6530
2164,3160,Calle 8700,Santa Fe,3,6855
2165,3161,Calle 4184,La Plata,1,3869
2166,3162,Calle 1126,Santa Fe,3,5851
2167,3163,Calle 3303,CABA,1,1278
2168,3164,Calle 7700,Santa Fe,3,8415
2169,3165,Calle 3179,Godoy Cruz,4,5387
2170,3166,Calle 6738,San Rafael,4,6452
2171,3167,Calle 8761,Mar del Plata,1,2133
2172,3168,Calle 199,Mar del Plata,1,8792
2173,3169,Calle 7979,Rafaela,3,3504
2174,3170,Calle 5941,CABA,1,9628
2175,3171,Calle 7603,CABA,1,9063
2176,3172,Calle 9389,Mendoza,4,5115
2177,3173,Calle 8987,Rafaela,3,1017
2178,3174,Calle 4429,Villa Carlos Paz,2,4821
2179,3175,Calle 9839,Mar del Plata,1,1287
2180,3176,Calle 2517,La Plata,1,8209
2181,3177,Calle 7157,Mar del Plata,1,2862
2182,3178,Calle 4380,La Plata,1,4300
2183,3179,Calle 2116,Mar del Plata,1,9426
2184,3180,Calle 2608,La Plata,1,3757
2185,3181,Calle 5908,Mar del Plata,1,5586
2186,3182,Calle 4793,La Plata,1,8265
2187,3183,Calle 6601,Villa Carlos Paz,2,2416
2188,3184,Calle 1480,Mar del Plata,1,5831
2189,3185,Calle 5569,Santa Fe,3,9990
2190,3186,Calle 3860,Mendoza,4,4605
2191,3187,Calle 8235,Mar del Plata,1,3805
2192,3188,Calle 928,Mar del Plata,1,6183
2193,3189,Calle 8883,Rafaela,3,1911
2194,3190,Calle 7318,La Plata,1,2156
2195,3191,Calle 5143,La Plata,1,9923
2196,3192,Calle 7413,Córdoba,2,9424
2197,3193,Calle 5250,CABA,1,5956
2198,3194,Calle 6400,Mar del Plata,1,9282
2199,3195,Calle 6735,Villa Carlos Paz,2,3548
2200,3196,Calle 1299,Villa Carlos Paz,2,2782
2201,3197,Calle 9874,Mar del Plata,1,2445
2202,3198,Calle 1635,Rafaela,3,2610
2203,3199,Calle 8003,Rosario,3,1600
2204,3200,Calle 2162,Mar del Plata,1,3358
2205,3201,Calle 3669,Córdoba,2,5977
2206,3202,Calle 5181,Mendoza,4,6372
2207,3203,Calle 8497,La Plata,1,6543
2208,3204,Calle 7977,Córdoba,2,3798
2209,3205,Calle 5575,La Plata,1,8208
2210,3206,Calle 1534,Mar del Plata,1,9463
2211,3207,Calle 4316,Villa Carlos Paz,2,9341
2212,3208,Calle 5102,CABA,1,1842
2213,3209,Calle 5288,Rosario,3,9777
2214,3210,Calle 6448,Mar del Plata,1,1613
2215,3211,Calle 7314,Santa Fe,3,4803
2216,3212,Calle 4375,Rafaela,3,5315
2217,3213,Calle 4808,San Rafael,4,8000
2218,3214,Calle 7078,Rosario,3,8860
2219,3215,Calle 3413,Rafaela,3,6997
2220,3216,Calle 9854,Córdoba,2,8195
2221,3217,Calle 9168,La Plata,1,3239
2222,3218,Calle 9163,Santa Fe,3,3681
2223,3219,Calle 1483,La Plata,1,2130
2224,3220,Calle 4167,Mar del Plata,1,7374
2225,3221,Calle 4914,Mendoza,4,5171
2226,3222,Calle 5659,CABA,1,9925
2227,3223,Calle 7980,Río Cuarto,2,7958
2228,3224,Calle 216,La Plata,1,9415
2229,3225,Calle 1177,Mar del Plata,1,4734
2230,3226,Calle 7857,Rafaela,3,5180
2231,3227,Calle 7369,La Plata,1,3054
2232,3228,Calle 3955,Mar del Plata,1,7959
2233,3229,Calle 485,San Rafael,4,4066
2234,3230,Calle 6810,Córdoba,2,3017
2235,3231,Calle 7136,Godoy Cruz,4,6135
2236,3232,Calle 2850,Godoy Cruz,4,3189
2237,3233,Calle 8917,Mar del Plata,1,8171
2238,3234,Calle 8000,Villa Carlos Paz,2,2536
2239,3235,Calle 1183,Rafaela,3,5523
2240,3236,Calle 441,La Plata,1,5019
2241,3237,Calle 6480,La Plata,1,3295
2242,3238,Calle 9005,Rosario,3,3101
2243,3239,Calle 9578,Mar del Plata,1,6486
2244,3240,Calle 2994,Córdoba,2,7154
2245,3241,Calle 9960,Santa Fe,3,9971
2246,3242,Calle 5481,CABA,1,5441
2247,3243,Calle 9001,Godoy Cruz,4,3958
2248,3244,Calle 9383,Mendoza,4,4951
2249,3245,Calle 4522,La Plata,1,7124
2250,3246,Calle 2439,CABA,1,5271
2251,3247,Calle 9661,La Plata,1,3195
2252,3248,Calle 5280,Mar del Plata,1,9119
2253,3249,Calle 3184,Mar del Plata,1,9225
2254,3250,Calle 8781,Mar del Plata,1,6112
2255,3251,Calle 1509,Villa Carlos Paz,2,8096
2256,3252,Calle 1703,CABA,1,9991
2257,3253,Calle 6642,Mar del Plata,1,7934
2258,3254,Calle 867,La Plata,1,3339
2259,3255,Calle 3243,Rafaela,3,7099
2260,3256,Calle 3215,Mar del Plata,1,1864
2261,3257,Calle 8229,CABA,1,1309
2262,3258,Calle 2756,Mendoza,4,2570
2263,3259,Calle 6615,Rosario,3,2689
2264,3260,Calle 9648,La Plata,1,2563
2265,3261,Calle 3372,CABA,1,3109
2266,3262,Calle 613,Santa Fe,3,3137
2267,3263,Calle 6103,Córdoba,2,2566
2268,3264,Calle 3404,Rosario,3,4425
2269,3265,Calle 3733,Córdoba,2,3974
2270,3266,Calle 3518,CABA,1,6497
2271,3267,Calle 2069,Villa Carlos Paz,2,9201
2272,3268,Calle 9985,La Plata,1,3838
2273,3269,Calle 7036,Villa Carlos Paz,2,1893
2274,3270,Calle 7759,La Plata,1,6906
2275,3271,Calle 5837,Córdoba,2,3909
2276,3272,Calle 6078,Godoy Cruz,4,5382
2277,3273,Calle 2584,Santa Fe,3,7824
2278,3274,Calle 7746,La Plata,1,7624
2279,3275,Calle 4437,La Plata,1,4822
2280,3276,Calle 6681,Mar del Plata,1,5093
2281,3277,Calle 6362,Mar del Plata,1,5879
2282,3278,Calle 2567,CABA,1,4219
2283,3279,Calle 4448,Godoy Cruz,4,7730
2284,3280,Calle 7032,Mar del Plata,1,7765
2285,3281,Calle 2411,Mar del Plata,1,4872
2286,3282,Calle 6804,Rosario,3,9193
2287,3283,Calle 3224,Mar del Plata,1,1478
2288,3284,Calle 7766,CABA,1,8725
2289,3285,Calle 1564,Rosario,3,8896
2290,3286,Calle 9109,Mendoza,4,4407
2291,3287,Calle 4678,CABA,1,8242
2292,3288,Calle 4555,Mar del Plata,1,7366
2293,3289,Calle 3361,La Plata,1,8536
2294,3290,Calle 9645,Río Cuarto,2,4526
2295,3291,Calle 8285,Santa Fe,3,3974
2296,3292,Calle 4787,Villa Carlos Paz,2,7717
2297,3293,Calle 6746,Mendoza,4,4579
2298,3294,Calle 539,CABA,1,3782
2299,3295,Calle 452,Rafaela,3,5458
2300,3296,Calle 3190,Rosario,3,5454
2301,3297,Calle 6870,Mar del Plata,1,5483
2302,3298,Calle 747,Santa Fe,3,2451
2303,3299,Calle 8088,Godoy Cruz,4,2210
2304,3300,Calle 1700,Mendoza,4,2360
2305,3301,Calle 2647,La Plata,1,7832
2306,3302,Calle 541,Mar del Plata,1,5037
2307,3303,Calle 4225,CABA,1,5953
2308,3304,Calle 982,CABA,1,2223
2309,3305,Calle 9265,La Plata,1,2633
2310,3306,Calle 963,Godoy Cruz,4,2620
2311,3307,Calle 3331,Rosario,3,6069
2312,3308,Calle 7602,Godoy Cruz,4,9532
2313,3309,Calle 4741,Rosario,3,9742
2314,3310,Calle 5196,Santa Fe,3,4491
2315,3311,Calle 6038,Mar del Plata,1,8023
2316,3312,Calle 9079,Córdoba,2,5942
2317,3313,Calle 2001,Villa Carlos Paz,2,5087
2318,3314,Calle 785,La Plata,1,2350
2319,3315,Calle 6734,CABA,1,4039
2320,3316,Calle 4150,Mar del Plata,1,6294
2321,3317,Calle 5110,Santa Fe,3,6952
2322,3318,Calle 7644,CABA,1,9529
2323,3319,Calle 6979,Godoy Cruz,4,9301
2324,3320,Calle 6050,Mendoza,4,8089
2325,3321,Calle 6585,Mar del Plata,1,9271
2326,3322,Calle 7345,Rosario,3,8465
2327,3323,Calle 5925,CABA,1,5243
2328,3324,Calle 370,Santa Fe,3,5817
2329,3325,Calle 84,CABA,1,3949
2330,3326,Calle 8388,Mar del Plata,1,1056
2331,3327,Calle 967,Mar del Plata,1,8960
2332,3328,Calle 7729,CABA,1,9216
2333,3329,Calle 2644,Mar del Plata,1,3426
2334,3330,Calle 4652,CABA,1,8717
2335,3331,Calle 3156,Rafaela,3,1523
2336,3332,Calle 9081,CABA,1,4738
2337,3333,Calle 1892,Rosario,3,6151
2338,3334,Calle 2386,La Plata,1,1125
2339,3335,Calle 5889,Mar del Plata,1,8608
